"logFC","AveExpr","t","P.Value","adj.P.Val","B","PG.UniprotIds","PG.ProteinNames","PG.Genes","label_filtered"
0.93930891554681,23.9615642280915,1.01853527813111,0.341987528964497,0.634300891710686,-5.36279381457607,"P10649","GSTM1_MOUSE","Gstm1","Gstm1"
1.22154465527992,17.6070654216885,0.834245281189288,0.43140952147324,0.680203898138919,-5.521312782751,"Q60972","RBBP4_MOUSE","Rbbp4","Rbbp4"
1.74230435556544,21.7628165036246,1.87278936349171,0.102814123879029,0.43668600163545,-4.39724761349964,"O08583","THOC4_MOUSE","Alyref","Alyref"
1.20464320863823,21.1008293897029,1.45017959326891,0.189856666350067,0.53241719919421,-4.91126552787166,"P47754","CAZA2_MOUSE","Capza2","Capza2"
1.37280482083171,23.878186099724,1.23213494335643,0.257277737308954,0.573838042580855,-5.15151594479384,"Q61781","K1C14_MOUSE","Krt14","Krt14"
0.841373514834828,22.7486028157987,0.63491324242639,0.545465225817226,0.751865101498299,-5.66341449426942,"Q6IFX2","K1C42_MOUSE","Krt42","Krt42"
-1.27093414483054,15.5924657293519,-0.754819458741209,0.47473215130677,0.712634849587857,-5.58183166043315,"Q6PHU5","SORT_MOUSE","Sort1","Sort1"
1.05883180580297,20.053089932629,1.19408740230027,0.270943421737493,0.580343329140954,-5.19106800167303,"P62897","CYC_MOUSE","Cycs","Cycs"
-0.428207268236168,21.0504971052396,-0.430245782122642,0.67982078687429,0.829781254567148,-5.77316703515423,"P40124","CAP1_MOUSE","Cap1","Cap1"
4.36726817893909,22.0383506491304,3.89251568049257,0.00583509125145051,0.0937379175233018,-1.87293032996842,"P0DP26;P0DP27;P0DP28","CALM1_MOUSE;CALM2_MOUSE;CALM3_MOUSE","Calm1;Calm2;Calm3","Calm1;Calm2;Calm3"
1.09761258840344,19.2767599103166,1.24898041812445,0.251416203578047,0.572760270851232,-5.13376067305644,"P63321","RALA_MOUSE","Rala","Rala"
-1.22161375393657,20.3387046674189,-0.604133919852529,0.564619145703515,0.761490411808668,-5.68236259290662,"Q05D44","IF2P_MOUSE","Eif5b","Eif5b"
0.105657301272267,20.7048547410947,0.112796129984246,0.913326515827517,0.955539085886772,-5.86250658994974,"P62264","RS14_MOUSE","Rps14","Rps14"
-0.50398323057674,19.7441164707826,-0.631554442311964,0.547536122569093,0.752434432483484,-5.66552278040951,"Q925N0","SFXN5_MOUSE","Sfxn5","Sfxn5"
0.558073171577025,18.547302197431,0.554380743818498,0.596401534423809,0.781706330130836,-5.71120086015971,"Q80UG5","SEPT9_MOUSE","Septin9","Septin9"
0.320669441527894,18.921673317917,0.237539202288848,0.81897177342034,0.911901493937013,-5.83963813030873,"Q9Z1S5","SEPT3_MOUSE","Septin3","Septin3"
2.12511206198901,18.970398421862,2.56303038111222,0.0370562086012254,0.262595804440033,-3.50075648827708,"P19783","COX41_MOUSE","Cox4i1","Cox4i1"
5.27142260595607,17.5926896392556,3.20104810257801,0.0148322386088117,0.149221309640166,-2.6874896057673,"Q9CYI4","LUC7L_MOUSE","Luc7l","Luc7l"
0.514946829063646,18.8558157568005,0.577220107302613,0.581687887864351,0.773131255720502,-5.69824008506145,"Q9CYH2","PXL2A_MOUSE","Prxl2a","Prxl2a"
0.67643403375855,20.4699285648086,0.715868978126082,0.497016723278584,0.728518993944768,-5.60965772154398,"Q05920","PYC_MOUSE","Pc","Pc"
0.540261699917561,25.1007234361243,0.539289985861316,0.606236233011143,0.788265389137205,-5.7195031499917,"P50446","K2C6A_MOUSE","Krt6a","Krt6a"
0.791478398028577,19.5286120807833,0.850432129268547,0.42293295092303,0.675335369220393,-5.50837715564818,"Q8BFR5","EFTU_MOUSE","Tufm","Tufm"
1.07531591933688,20.3617471372586,1.11421126038918,0.301608382500106,0.602007913767747,-5.27149054335427,"P25444","RS2_MOUSE","Rps2","Rps2"
-2.72649445355851,18.525638502455,-1.06595192697932,0.321469659196103,0.617273815665776,-5.31825940097341,"P97300","NPTN_MOUSE","Nptn","Nptn"
-1.61275092111316,23.9689349772063,-1.55438289152799,0.163596755883539,0.51063247145416,-4.78947196830878,"Q3TEA8","HP1B3_MOUSE","Hp1bp3","Hp1bp3"
-0.297366193351451,16.164878123771,-0.123032262156049,0.905504246537253,0.952860253091499,-5.86123943643239,"Q8R422","CD109_MOUSE","Cd109","Cd109"
-0.0469426844480765,19.0430924513191,-0.0269587377567995,0.97923743070934,0.990173077143658,-5.86881060334002,"P35564","CALX_MOUSE","Canx","Canx"
-0.598449242734606,21.6067795570797,-0.399738719580041,0.701144146435955,0.845959503149862,-5.78614484795683,"Q04750","TOP1_MOUSE","Top1","Top1"
0.277448116563594,20.6253863868061,0.312710627655534,0.76351805971816,0.879657591069158,-5.81813240265599,"Q99PT1","GDIR1_MOUSE","Arhgdia","Arhgdia"
1.87569658071986,20.2749762199804,1.33122648230759,0.224413686848652,0.556702446080343,-5.04503835891696,"Q8VE97","SRSF4_MOUSE","Srsf4","Srsf4"
