image_id,bin,cbc_mean_score,cbc_positive_fraction,n_points
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,0_30,0.5784320334357761,0.6666666666666666,6
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,30_60,0.0,0.0,0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,whole_image,0.5206771107002687,0.6470588235294118,17
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,0_30,0.5206771107002687,0.6470588235294118,17
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,30_60,0.0,0.0,0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,whole_image,0.012182410798498113,0.0,12
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,0_30,0.0,0.0,9
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,30_60,0.04872964319399245,0.0,3
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,whole_image,0.43276800884438976,0.5,36
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,0_30,0.5198275811781832,0.5862068965517241,29
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,30_60,0.07209263774724561,0.14285714285714285,7
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,whole_image,0.3179981292354288,0.37037037037037035,27
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,0_30,0.3577478953898574,0.4166666666666667,24
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,30_60,0.0,0.0,3
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,whole_image,0.3035482722418156,0.3575757575757576,165
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,0_30,0.406567743872888,0.47435897435897434,78
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,30_60,0.2955436057600061,0.36363636363636365,55
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,60_90,0.08826177420891505,0.08333333333333333,24
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,90_120,0.0,0.0,8
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,whole_image,0.26116074859209326,0.3181818181818182,22
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,0_30,0.2735969747155263,0.3333333333333333,21
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,30_60,0.0,0.0,1
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,whole_image,0.43734360221320584,0.518918918918919,185
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,0_30,0.5020217305590537,0.6105263157894737,95
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,30_60,0.47963736618158775,0.5454545454545454,66
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,60_90,0.028070057872333718,0.05555555555555555,18
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,90_120,0.17586246610769765,0.16666666666666666,6
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,whole_image,0.22478243656081714,0.22580645161290322,31
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,0_30,0.3241668492094941,0.35,20
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,30_60,0.04408350447231359,0.0,11
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,whole_image,0.23753606503403524,0.35,20
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,0_30,0.23753606503403524,0.35,20
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,30_60,0.0,0.0,0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,whole_image,0.1770340303442988,0.13636363636363635,22
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,0_30,0.1807874681597026,0.16666666666666666,18
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,30_60,0.16014356017498166,0.0,4
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,whole_image,0.2586865710029761,0.2777777777777778,18
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,0_30,0.35818140600412074,0.38461538461538464,13
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,30_60,0.0,0.0,5
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,60_90,0.0,0.0,0
1hrCLTP_Tom20600_015_d1.tif_d1_localizations.csv,90_120,0.0,0.0,0
1hrCLTP_Tom20600_015_d2.tif_d1_localizations.csv,whole_image,0.161244094989605,0.1,20
