image_id,channel,x_um,y_um,cbc_score
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,12.5791835,3.3835165,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,1.264276,3.5357205,0.8885090453076064
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,14.13022,1.4189435,0.6882185213392005
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,15.4053965,1.849666,0.8578102091779863
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,24.7087425,2.262689,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,0.148577,2.1119475,0.8492338968009662
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,1.865266,1.767675,0.7272614658556817
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,16.391843,1.915485,0.6808844813006104
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,actin,0.1414855,3.2158425,0.8073503138930337
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,8.589724,1.483495,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,2.4671205,1.6987945,0.6382855702795764
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,5.110937,1.383213,0.7021430474814081
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,3.031613,1.5197195,0.6470043097200878
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,6.4751505,1.55272,0.6849605579071053
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,12.7470135,3.437564,0.0
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,0.357682,3.128242,0.8238634885469118
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,1.4231035,3.513965,0.8671871188649644
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,14.337973,1.520571,0.6998760615039838
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,15.602119,1.864226,0.7428854327737793
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,0.3378765,2.0019545,0.7958704730008825
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,16.6354045,2.088437,0.6961468069986244
1hrCLTPBIP_003_d1.tif_d1_localizations.csv,arc,0.244725,3.178747,0.9400714718676064
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,36.3433525,1.6079375,0.6496811804457426
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,16.7507015,2.0213245,0.5790102235628354
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,44.7124795,2.086695,0.6856709585442967
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,28.181764,2.1745555,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,38.56476,2.6316225,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,40.8829915,2.6412165,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,26.1816425,2.6972075,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,47.5346885,1.33952,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.6600035,1.571349,0.792623942211304
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,110.9077125,1.89046,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,35.7487585,1.9373705,0.806144242254389
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,3.9325195,2.06141,0.8997151857117884
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,74.0792975,2.133677,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,38.4771465,2.2089275,0.5714203026667948
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,55.5088625,2.3014485,0.7772432911335564
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,58.0327735,2.4164465,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,155.586795,2.429011,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,12.600861,2.863003,0.7470852625154701
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,69.177823,2.9584815,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,45.1583795,3.0602,0.6377496353089567
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,81.036956,0.461747,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,5.5241095,1.225315,0.9242183056368313
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,9.9855665,1.331044,0.9237426216108365
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,35.233679,1.9580145,0.7332011037647658
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,11.259261,2.582684,0.8923849590611591
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,19.1960925,2.630264,0.953065542722649
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,15.8033785,2.836574,0.39038421411415936
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,69.697589,3.0545775,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.38233,3.1469555,0.7877442915254164
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.558194,3.389724,0.7599861789994613
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,45.6366235,3.5531145,0.46480303059554096
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,4.5312215,1.5105415,0.8474304903365214
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,63.945856,1.647542,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,18.3212835,1.952977,0.8898622267083771
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,94.422796,2.21338,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,2.907047,3.2337435,0.6049354649207885
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,1.260285,0.7119255,0.6923245205549408
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,56.2570775,1.18586,0.4968780677544859
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,41.704663,2.0748195,0.6544465677497132
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,96.9865195,2.0751055,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.5701215,2.8095015,0.8983912302277856
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,4.993443,2.604511,0.8653191195054893
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,3.5512295,1.99862,0.8995021416867216
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,2.0736105,2.599571,0.9002933062946058
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,2.460224,1.752543,0.8509275348476042
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,1.8253885,0.8440315,0.5842546098884404
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.7227805,1.3066625,0.8897205660494539
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,actin,0.571259,0.8283925,0.833267191686509
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,44.7954325,1.9101095,0.6324155700423365
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,110.943846,1.96066,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,28.1755305,2.024529,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,38.6185865,2.4829025,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,40.958801,2.478151,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,79.478347,0.2439385,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,5.529329,1.0677875,0.9047150009804049
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,9.966086,1.173601,0.6158284144072244
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,47.549346,1.225887,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,35.8336225,1.837732,0.9235542527958888
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,3.9089635,1.8958095,0.9083598990552638
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,154.126869,2.0596095,0.0
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,55.3029555,2.14097,0.7770878269273541
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,12.548224,2.7318525,0.931779030346986
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,15.860702,2.767856,0.31874737607236847
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,0.322062,3.0289415,0.882746800387098
1hrCLTPBIP_003_d2.tif_d1_localizations.csv,arc,45.6535495,3.3922655,0.72915396733347
