"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0007204","GO:0007204","positive regulation of cytosolic calcium ion concentration",72,0.645496307251483,1.95058552111059,4.54999261195298e-05,0.00659878928522095,0.00598135870882601,584,"tags=22%, list=5%, signal=21%","381853/18439/11535/76854/16974/13618/12484/16176/54199/15289/16542/12494/11606/110893/14609/27061"
"GO:0007189","GO:0007189","adenylate cyclase-activating G protein-coupled receptor signaling pathway",62,0.666413510471982,1.96584787673259,4.98392692732601e-05,0.00702733696752967,0.00636980836238069,336,"tags=15%, list=3%, signal=14%","381853/11535/76854/54598/13610/75547/26364/11555/11303"
"GO:0030195","GO:0030195","negative regulation of blood coagulation",16,0.850040788091742,1.95615952067092,6.48632904623199e-05,0.00792752909659488,0.00718577198814156,564,"tags=38%, list=5%, signal=36%","12258/11816/26365/11747/12527/12306"
"GO:0050819","GO:0050819","negative regulation of coagulation",16,0.850040788091742,1.95615952067092,6.48632904623199e-05,0.00792752909659488,0.00718577198814156,564,"tags=38%, list=5%, signal=36%","12258/11816/26365/11747/12527/12306"
"GO:1900047","GO:1900047","negative regulation of hemostasis",16,0.850040788091742,1.95615952067092,6.48632904623199e-05,0.00792752909659488,0.00718577198814156,564,"tags=38%, list=5%, signal=36%","12258/11816/26365/11747/12527/12306"
"GO:0099072","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels",115,-0.458394853574789,-1.73503504109696,8.45494549437439e-05,0.00975393257487373,0.00884128391289724,2633,"tags=41%, list=25%, signal=31%","227580/18717/236794/65114/11487/238276/68566/56216/232227/17999/228136/20614/108155/76742/11771/23859/72183/56637/227700/230235/83493/18191/545156/18759/23969/103967/76108/12300/73340/245666/215114/18164/104015/18222/26422/67979/69727/15114/12322/53310/20908/18163/54645/226359/18762/19058/11838"
"GO:0006956","GO:0006956","complement activation",21,0.807133480437607,1.98858235982613,0.000117306814419143,0.0132322086664794,0.0119941072707854,1234,"tags=48%, list=12%, signal=42%","232345/12258/83433/16176/12268/12259/12262/12266/12260/66214"
"GO:1905962","GO:1905962","glutamatergic neuron differentiation",14,-0.802233231396082,-1.95042147898365,0.000142728808744593,0.0156063068499678,0.0141460676125439,1343,"tags=57%, list=13%, signal=50%","22421/11941/18032/22241/18508/18189/59058/19130"
"GO:0010466","GO:0010466","negative regulation of peptidase activity",91,0.592365034923,1.86123610427199,0.000174231178166536,0.0174322525712476,0.0158011646113648,1611,"tags=33%, list=15%, signal=28%","232345/12258/53614/11799/21859/14751/235505/67701/17035/20719/110595/14433/13014/12955/22339/21857/16426/12633/68581/83945/20716/23980/57320/233489/216795/14456/80751/12406/225896/14775"
"GO:0002181","GO:0002181","cytoplasmic translation",132,0.53354289397714,1.74433392242988,0.000175146745692204,0.0174322525712476,0.0158011646113648,3409,"tags=65%, list=32%, signal=45%","433702/67204/98221/68995/27176/68052/67115/76808/27367/22186/269261/20115/75786/20116/20088/217869/19943/19941/66521/54217/75617/22121/20054/67025/22608/68184/19946/17973/67945/19942/56335/20068/68193/20492/213541/19951/234734/66475/20044/11991/20104/19981/68028/68092/16865/56040/268449/54632/19921/19989/26961/20005/65019/66480/19934/13685/114641/11837/67671/270106/319195/16785/20085/19933/72162/19982/19944/16898/67427/20102/27207/20090/14109/66405/67579/55944/267019/19896/13211/27370/67248/19988/19653/20084/18746/69674"
