"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051656","BP","GO:0051656","establishment of organelle localization","50/927","358/10713",0.000456980251424487,0.018355869644501,0.0157947101381405,"Kit/Cd84/Ppfia2/Kif5c/Syt4/Spdl1/5730455P16Rik/Snap91/Ttl/Sec16a/Armcx3/Terf1/Apc/Ywhaz/Spc25/Dync1h1/Map1b/Exoc6/Lin7a/Myh10/Pcm1/Exoc3/Pclo/Klhl12/Ahi1/Myo1c/Slit1/Map2/Psrc1/Myo5a/Atp9a/Nectin2/Nop9/Hmox1/Nefl/Dnm3/Mis12/Ap1s2/Dnm1l/Abce1/Mapt/Kif1b/Stard3nl/Ndel1/Kif1a/Stxbp1/Pafah1b1/Myo6/Copg2/Syt11",50
"GO:0071216","BP","GO:0071216","cellular response to biotic stimulus","24/927","134/10713",0.000457438191347752,0.018355869644501,0.0157947101381405,"Acod1/Cd84/Casp7/Cxcl10/Tnf/Malt1/Gbp2/Nr1d1/Gbp5/Nfkbia/Nfkb1/Arid5a/Ripk2/Bcr/Tut4/Ccdc47/Jak2/Nfkbiz/Mef2c/Ncl/Prkce/Pde4b/Hspa5/Mapk1",24
"GO:0008090","BP","GO:0008090","retrograde axonal transport","8/927","23/10713",0.000459745264251243,0.018355869644501,0.0157947101381405,"Dync1h1/Map1a/Nefl/Dst/Kif1b/Ndel1/Kif1a/Pafah1b1",8
"GO:0031338","BP","GO:0031338","regulation of vesicle fusion","8/927","23/10713",0.000459745264251243,0.018355869644501,0.0157947101381405,"Syt4/Erc1/Anxa1/Cacna1b/Grik5/Erc2/Vamp1/Stxbp1",8
"GO:0030335","BP","GO:0030335","positive regulation of cell migration","49/927","351/10713",0.000524690033772004,0.0204011830778409,0.0175546448863657,"Fgf2/Lamb1/Kit/Sema3d/Lcn2/Vsir/Cxcl10/Adam8/Has2/Mdm2/Plk2/Anxa1/Kdr/Shtn1/Apc/Stk4/Ntrk3/Icam1/Epha4/Ccl7/Nrp1/Stk39/Jak2/Tsc2/Myo1c/Pak3/Pak1/Myo5a/Rufy3/Hmox1/Cbll1/Cd47/F2r/Camk1d/Wnk1/Dnm1l/Cav1/Glipr2/Itgav/Prkce/Adamts1/Egr1/Gpi1/Hspa5/Atp8a1/Ptn/Sox9/Mapk1/Actg1",49
"GO:0046488","BP","GO:0046488","phosphatidylinositol metabolic process","21/927","112/10713",0.000543586581282931,0.0207294652054626,0.0178371224344055,"Fgf2/Impa2/Plek/Pgap1/Pip4k2b/Sh3yl1/Uvrag/Inpp5f/Pip5k1a/Bpnt2/Mtmr4/Hycc2/Pik3ca/Mtmr2/Ip6k1/Mtmr6/Plcb1/Pip5k1c/Pigq/Pten/Sacm1l",21
"GO:0070507","BP","GO:0070507","regulation of microtubule cytoskeleton organization","24/927","136/10713",0.000571838887497284,0.0210617889083733,0.0181230776444373,"Ska1/Stmn2/Taok1/Ttbk2/Apc/Cep70/Dync1h1/Map1b/Stmn4/Map2/Pak1/Psrc1/Map1a/Rae1/Gnai1/Rock1/Akap9/Camsap2/Clip1/Mapt/Cav1/Map9/Pafah1b1/Cltc",24
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","39/927","263/10713",0.000589755742000317,0.0215242755163183,0.0185210343774462,"Acod1/Kit/Eda2r/Cd84/Jmy/Adam8/Tnf/Msx2/Malt1/Erc1/Epha5/Arid5b/Nfkbia/Fosl1/Kras/Prkcb/Eif2ak2/Ripk2/Tut4/Pbx1/Icam1/Faf1/Mtpn/Cd200/Jak2/Erbin/Kat6a/Hmox1/Trim27/Ralgapa1/Trim37/Camk1d/Spop/Mturn/Pten/Cav1/Cat/Hdac2/Mapk1",39
"GO:0030155","BP","GO:0030155","regulation of cell adhesion","59/927","446/10713",0.000609490922361969,0.0221089115678741,0.0190240972750081,"Cd83/Lamb1/Adam19/Vsir/Nexmif/Slc7a1/Adam8/Tnf/Has2/Malt1/Mdga2/Zc3h8/Epha5/Anxa1/Kdr/Ppp1r12a/Sox4/Vcam1/Efna1/Apc/Stk4/Macf1/Ripk2/Plxna1/Hsp90aa1/Cd44/Plxna4/Icam1/Faf1/Epha4/Nrp1/Jak2/Spock1/Dusp1/Tsc2/Nfkbiz/Zdhhc2/Lims1/L1cam/Smarcd2/Arid1a/Rac3/Tnfrsf21/Cbll1/Dtx1/Dscam/Cd47/Rock1/Nkap/Wnk1/Gtpbp4/Pten/Cav1/Itgav/Prkce/Ptn/Kifap3/Sox9/Actg1",59
"GO:0050900","BP","GO:0050900","leukocyte migration","29/927","179/10713",0.000701814465355037,0.0237221264454381,0.020412223355392,"Kit/Trpm4/Cxcl10/Adam8/Tnf/Anxa1/Ccl3/Vcam1/Bcr/Icam1/Ext1/Ccl7/Cd200/Stk39/Ptpro/Dusp1/Cxadr/Rac3/Cd47/Rock1/Plcb1/Camk1d/Wnk1/Dnm1l/Scg2/Pde4b/Pafah1b1/Ptn/Mapk1",29
"GO:0009611","BP","GO:0009611","response to wounding","41/927","285/10713",0.000804056427631886,0.0263045498103635,0.0226343261101464,"Fgf2/Cdkn1a/Casp7/Tnf/Msx2/Anxa1/Plek/Kdr/Fosl1/Macf1/Gap43/Arfgef1/Ntrk3/Cd44/Lrig2/Inpp5f/Sulf2/Myh10/Ext1/Epha4/Nrp1/Jak2/Nfkbiz/Pak1/Cxadr/Hmox1/Nfib/Nefl/Dst/F2r/Pip5k1c/Pten/Gna13/Cav1/Prkce/Ndel1/Stxbp1/Map2k4/Ptn/Actg1/Syt11",41
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","32/927","206/10713",0.000804745010167451,0.0263045498103635,0.0226343261101464,"Tnf/Mical1/Mical3/Stmn2/Plek/Cracd/Taok1/Tfip11/Ttbk2/Apc/Map1b/Akap5/Uvrag/Atg12/Napb/Mtpn/Stmn4/Map2/Pik3ca/Map1a/Smarcd2/Arid1a/Sptan1/Sh3gl2/Wnk1/Camsap2/Vcp/Abce1/Asph/Oga/Nsf/Klc1",32
"GO:0010614","BP","GO:0010614","negative regulation of cardiac muscle hypertrophy","8/927","25/10713",0.000867616506741604,0.0277497344011064,0.0238778668493742,"Fbxo32/Atp2b4/Jarid2/Rgs4/Tomm70a/Pak1/Akap1/Tnfrsf1a",8
"GO:0032386","BP","GO:0032386","regulation of intracellular transport","39/927","269/10713",0.00091890847784853,0.0286208719095335,0.0246274562015839,"Bves/Mdm2/Pgap1/Fbxw7/Ppp1r12a/Ipo5/Dync1h1/Map1b/Akap5/Setd2/Hsp90aa1/Uhmk1/Vamp2/Tomm70a/Inpp5f/Pcm1/Kif3a/Jak2/Myo1c/Map2/Pak1/Zdhhc2/Rufy3/Atp9a/Pkia/Mtmr2/Hsp90ab1/Akap1/Wnk1/Tcaf1/Ube2j1/Asph/Bag3/Mapt/Vps35/Ndel1/Fyn/Tnfrsf1a/Mapk1",39
"GO:0001568","BP","GO:0001568","blood vessel development","57/927","437/10713",0.00105638284499249,0.0320633752288793,0.0275896335939769,"Fgf2/Hpgd/Abcc8/Cxcl10/Adam8/Calcrl/Tnf/Has2/Mdm2/Plk2/Epha5/Anxa1/Ism1/Kdr/Fbxw7/Sox4/Fosl1/C3/Efna1/Ywhaz/Atp2b4/Stk4/Prkcb/Lemd3/Ccdc134/Setd2/Egr2/Tiparp/Myh10/Nrp1/Kat6a/Pik3ca/Hectd1/Arid1a/Hmox1/Pgk1/Chi3l1/Serpinf1/Cd47/Rock1/Wnk1/Ggnbp2/Mef2c/Sars1/Pten/Gna13/Cav1/Ncl/Scg2/Itgav/Adamts1/Egr1/Tnfrsf1a/Srpk2/Ptn/Mapk1/Actg1",57
"GO:0002700","BP","GO:0002700","regulation of production of molecular mediator of immune response","19/927","102/10713",0.00106509360450237,0.0321636642293634,0.027675929461368,"Kit/Aplf/Vsir/Trpm4/Tnf/Pms2/Malt1/Rbp4/Atad5/Arid5a/Inava/Rsad2/Ripk2/Nsd2/Hmox1/Panx1/Ube2j1/Hk1/Gpi1",19
"GO:0007204","BP","GO:0007204","positive regulation of cytosolic calcium ion concentration","15/927","72/10713",0.00107782268341072,0.0322209404201526,0.0277252140144212,"Trpm4/Gipr/Selenot/Kdr/Ccl3/Akap5/Cacna2d1/Jak2/F2r/Ric3/Asph/Oga/Gna13/Cav1/Itgav",15
"GO:0003013","BP","GO:0003013","circulatory system process","41/927","290/10713",0.00113652651413936,0.0334798507508866,0.028808470986112,"Bves/Trpm4/Abcc8/Chrm3/Tnf/Mdm2/Abcb1b/Kdr/Lnpep/Ephx2/Atp2b4/Cacna1b/Bcr/Atp1a3/Rgs4/Cacna2d1/Icam1/Ext1/Arhgef12/Stk39/Ptpro/Pik3ca/Cxadr/Hmgcr/Kcnma1/Hmox1/Slc16a2/Sh3gl2/Rock1/Akap9/F2r/Rbfox2/Wnk1/Dnm1l/Faah/Gna13/Cav1/Pde4b/Fyn/Atp6ap2/Atp1b1",41
"GO:0006935","BP","GO:0006935","chemotaxis","33/927","219/10713",0.00114750208001545,0.0334798507508866,0.028808470986112,"Fgf2/Kit/Sema3d/Trpm4/Cxcl10/Adam8/Anxa1/Kdr/Ccl3/Vcam1/Ntrk3/Plxna4/Pip5k1a/Ccl7/Nrp1/Stk39/Ptpro/Mycbp2/Dusp1/Tsc2/Slit1/Cxadr/Rac3/Dscam/Camk1d/Wnk1/Pip5k1c/Dnm1l/Scg2/Itgav/Pde4b/Ptn/Mapk1",33
"GO:0042330","BP","GO:0042330","taxis","33/927","219/10713",0.00114750208001545,0.0334798507508866,0.028808470986112,"Fgf2/Kit/Sema3d/Trpm4/Cxcl10/Adam8/Anxa1/Kdr/Ccl3/Vcam1/Ntrk3/Plxna4/Pip5k1a/Ccl7/Nrp1/Stk39/Ptpro/Mycbp2/Dusp1/Tsc2/Slit1/Cxadr/Rac3/Dscam/Camk1d/Wnk1/Pip5k1c/Dnm1l/Scg2/Itgav/Pde4b/Ptn/Mapk1",33
"GO:0045907","BP","GO:0045907","positive regulation of vasoconstriction","8/927","26/10713",0.00115932917375738,0.0334798507508866,0.028808470986112,"Trpm4/Chrm3/Icam1/Hmgcr/F2r/Rbfox2/Faah/Cav1",8
"GO:0106027","BP","GO:0106027","neuron projection organization","19/927","103/10713",0.00120267016448398,0.0342062930900723,0.0294335542102648,"Ppfia2/Epha5/Arc/Efna1/Atp1a3/Epha4/Ppp1r9a/Pak3/Map1a/Marcks/Mtmr2/Dnm3/Caprin1/Dnm1l/Pten/Vps35/Fyn/Kif1a/Pafah1b1",19
"GO:0022604","BP","GO:0022604","regulation of cell morphogenesis","32/927","211/10713",0.00121429011821298,0.0342062930900723,0.0294335542102648,"Bves/Kit/Fmnl2/Syt4/Anxa1/Kdr/Ccl3/Arc/Macf1/Zranb1/Akap5/Plxna1/Pakap/Cd44/Plxna4/Icam1/Myh10/Epha4/Kif3a/Ccl7/Pak3/Parp6/Rac3/Marcks/Caprin1/Dnm1l/Larp4/Pten/Gna13/Fyn/Pafah1b1/Ptn",32
"GO:1902414","BP","GO:1902414","protein localization to cell junction","20/927","111/10713",0.00122473364064303,0.0342062930900723,0.0294335542102648,"Mpp7/Kif5c/Gpc6/Nptxr/Nectin1/Vamp2/Clstn3/Kif3a/Pclo/Zdhhc2/Map1a/Zdhhc7/Gphn/Stx1b/Mapt/Vps35/Sacm1l/Nsg1/Klc1/Actg1",20
"GO:0033993","BP","GO:0033993","response to lipid","55/927","421/10713",0.00123884159761526,0.0342467328011556,0.0294683514455361,"Acod1/Cd84/Casp7/Noct/Cxcl10/Tnf/Msx2/Malt1/Gbp2/Rbp4/Epha5/Anxa1/Nr1d1/Nrip1/Gdap2/Gbp5/Nfkbia/Lpl/Nfkb1/Fbxo32/Arid5a/Rps6ka3/Trim24/Eif4ebp1/Eif2ak2/Cacna1b/Ripk2/Bcr/Tut4/Tmf1/Cry1/Brinp1/Stk39/Jak2/Erbin/Nfkbiz/Pak1/Arid1a/Zdhhc7/Gnai1/Fas/Scd1/Plcb1/Dnaja1/F2r/Rbfox2/Mef2c/Cav1/Ncl/Prkce/Pde4b/Scd2/Nfe2l1/Sox9/Mapk1",55
"GO:0014070","BP","GO:0014070","response to organic cyclic compound","57/927","440/10713",0.00124345172046556,0.0342467328011556,0.0294683514455361,"Cd83/Acod1/Casp7/Htr3a/Trpm4/Hmgcs1/Tnf/Msx2/Epha5/Anxa1/Nrip1/Nfkbia/Nfkb1/Fbxo32/Trim24/Eif4ebp1/Atp2b4/Eif2ak2/Cacna1b/Ripk2/Tmf1/Cry1/Tiparp/Rgs4/Ncam1/Hsp90b1/Hcn2/Prmt5/Stk39/Jak2/Nfkbiz/Pak3/Pak1/Arid1a/Zdhhc7/Rae1/Gnai1/Panx1/Fas/Serpinf1/Gnai3/Plcb1/Akap9/Dnaja1/Rbfox2/Mef2c/Asph/Gabrb1/Vps35/Cav1/Prkce/Pde4b/Egr1/Nfe2l1/Hdac2/Nsg1/Mapk1",57
"GO:0071407","BP","GO:0071407","cellular response to organic cyclic compound","43/927","310/10713",0.00128234452484657,0.0348340985311061,0.0299737631546689,"Acod1/Casp7/Htr3a/Trpm4/Msx2/Epha5/Anxa1/Nrip1/Nfkbia/Nfkb1/Fbxo32/Trim24/Eif4ebp1/Atp2b4/Tmf1/Cry1/Tiparp/Rgs4/Hsp90b1/Hcn2/Prmt5/Jak2/Pak3/Pak1/Arid1a/Zdhhc7/Rae1/Gnai1/Gnai3/Plcb1/Akap9/Dnaja1/Rbfox2/Mef2c/Gabrb1/Vps35/Cav1/Pde4b/Egr1/Nfe2l1/Hdac2/Nsg1/Mapk1",43
"GO:0071417","BP","GO:0071417","cellular response to organonitrogen compound","54/927","413/10713",0.0013414045998262,0.0361086695220183,0.0310704956844715,"Casp7/Htr3a/Trpm4/Chrm3/Tnf/Mdm2/Pip4k2b/Vcam1/Lpl/Nfkb1/Eif4ebp1/Apc/Atp2b4/Ipo5/Prkcb/Ripk2/Atp1a3/Vamp2/Rgs4/Cacna2d1/Icam1/Hsp90b1/Epha4/Hcn2/Prmt5/Jak2/Tsc2/Myo1c/Pak1/Grm5/Pik3ca/Myo5a/Zdhhc7/Marcks/Gnai3/Ywhag/Rock1/Plcb1/Akap9/Nr4a2/Mef2c/Pten/Gabrb1/Vps35/Cav1/Ncl/Ndel1/Pde4b/Egr1/Fyn/Hdac2/Nsg1/Sox9/Mapk1",54
"GO:0035265","BP","GO:0035265","organ growth","22/927","128/10713",0.001365049493664,0.0365796371072395,0.0314757500601615,"Fgf2/Msx2/Rbp4/Kdr/Apc/Tenm4/Stk4/Jarid2/Rgs4/Tomm70a/Ncam1/Myh10/Ext1/Ccnd2/Pak1/Cxadr/Mef2c/Pten/Map2k4/Hdac2/Sox9/Mapk1",22
"GO:0030900","BP","GO:0030900","forebrain development","39/927","275/10713",0.00140022860961464,0.0373540807111996,0.032142137024102,"Herc1/Fgf2/Nhlh2/Lamb1/Epha5/Pgap1/Btg2/Ttbk2/Srgap2/Kras/Plxna1/Setd2/Plxna4/Ncam1/Dclk1/Myh10/Ext1/Pcm1/Kif3a/Nrp1/Slit1/Pak1/Arid1a/Wdr37/Rac3/Nfib/Dmxl2/Plcb1/Sin3a/Nr4a2/Fbxo45/Nars1/Neurod6/Pten/Ndel1/Fyn/Kif1a/Pafah1b1/Hdac2",39
"GO:0040019","BP","GO:0040019","positive regulation of embryonic development","5/927","11/10713",0.001423226954608,0.0374636157210751,0.0322363888228164,"Utp25/Tenm4/Plcb1/Pafah1b1/Hspa5",5
"GO:0090050","BP","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","6/927","16/10713",0.00154894630115109,0.0385551529102419,0.0331756259083802,"Fgf2/Plk2/Anxa1/Kdr/Nrp1/Hmox1",6
"GO:0060326","BP","GO:0060326","cell chemotaxis","24/927","146/10713",0.00159761830758199,0.0394366444473247,0.0339341246113615,"Fgf2/Kit/Trpm4/Cxcl10/Adam8/Anxa1/Kdr/Ccl3/Vcam1/Pip5k1a/Ccl7/Nrp1/Stk39/Ptpro/Dusp1/Cxadr/Rac3/Camk1d/Wnk1/Dnm1l/Scg2/Pde4b/Ptn/Mapk1",24
"GO:0070555","BP","GO:0070555","response to interleukin-1","13/927","61/10713",0.00183070437555856,0.0437383949003932,0.03763566002258,"Acod1/Anxa1/Nr1d1/Ccl3/Nfkbia/Nfkb1/Ripk2/Otud4/Ccl7/Tollip/Cd47/Plcb1/Egr1",13
"GO:0002250","BP","GO:0002250","adaptive immune response","28/927","182/10713",0.00192487420428586,0.0449061829070454,0.0386405087943948,"Cd84/Aplf/Vsir/Trpm4/Tnf/Pms2/Malt1/Atad5/Anxa1/H2-T24/Arid5a/C3/Rsad2/Prkcb/Ripk2/Nsd2/Cd44/Icam1/Stard7/Jak2/Tap1/Nfkbiz/Nectin2/Tnfrsf21/Fas/Trim27/Mef2c/Fyn",28
"GO:0031116","BP","GO:0031116","positive regulation of microtubule polymerization","8/927","28/10713",0.00197438715841822,0.0455669745262935,0.0392091014184366,"Apc/Map1b/Pak1/Psrc1/Akap9/Clip1/Mapt/Cav1",8
"GO:0002440","BP","GO:0002440","production of molecular mediator of immune response","23/927","140/10713",0.00199487121114628,0.0455669745262935,0.0392091014184366,"Kit/Aplf/Vsir/Trpm4/Polm/Tnf/Pms2/Malt1/Rbp4/Atad5/Arid5a/Inava/Rsad2/Ripk2/Nsd2/Stard7/Nfkbiz/Hmox1/Panx1/Fas/Ube2j1/Hk1/Gpi1",23
"GO:0002694","BP","GO:0002694","regulation of leukocyte activation","42/927","308/10713",0.00202053849073385,0.0455669745262935,0.0392091014184366,"Cd83/Cd84/Aplf/Cdkn1a/Vsir/Atp11c/Slc7a1/Adam8/Tnf/Pms2/Malt1/Zc3h8/Atad5/Anxa1/Nr1d1/Sox4/Vcam1/Ripk2/Bcr/Hsp90aa1/Nsd2/Cd44/Cd200/Jak2/Sox11/Tsc2/Nfkbiz/Smarcd2/Arid1a/Nectin2/Hmox1/Tnfrsf21/Fas/Dtx1/Pja2/Cd47/Nkap/Mef2c/Pten/Cav1/Stxbp1/Syt11",42
"GO:0032886","BP","GO:0032886","regulation of microtubule-based process","30/927","200/10713",0.00202413344488507,0.0455669745262935,0.0392091014184366,"Ska1/Plk2/Stmn2/Taok1/Ttbk2/Apc/Cep70/Macf1/Dync1h1/Map1b/Klhl42/Kif3a/Stmn4/Map2/Pak1/Psrc1/Map1a/Rae1/Gnai1/Rock1/Akap9/Trim37/Camsap2/Clip1/Mapt/Cav1/Map9/Azin1/Pafah1b1/Cltc",30
"GO:0002274","BP","GO:0002274","myeloid leukocyte activation","20/927","116/10713",0.00212730361267064,0.0472213775812597,0.0406326687683319,"Kit/Cd84/Tnf/Anxa1/Nr1d1/Ywhaz/Bcr/Vamp2/Cd200/Stk39/Stard7/Jak2/Tmem229b/Nectin2/Hmox1/Pja2/Ifngr2/Prkce/Stxbp1/Syt11",20
"GO:0099519","BP","GO:0099519","dense core granule cytoskeletal transport","5/927","12/10713",0.00226708161038898,0.0494024487186961,0.0425094192069466,"Ppfia2/Syt4/Map2/Kif1b/Kif1a",5
"GO:0034767","BP","GO:0034767","positive regulation of monoatomic ion transmembrane transport","21/927","125/10713",0.00232007747483717,0.0501896032647503,0.0431867435794571,"Lcn2/Htr3a/Abcc8/Cxcl10/Abcb1b/Arc/Akap5/Cacna2d1/Stk39/Myo5a/Plcb1/Dpp6/Akap9/F2r/Wnk1/Tcaf1/Asph/Ifngr2/Oga/Cav1/Atp1b1",21
"GO:0001655","BP","GO:0001655","urogenital system development","9/927","35/10713",0.00234939521751736,0.0506396816993145,0.0435740234278678,"Hells/Anxa1/Apc/Pbx1/Cd44/Serpinf1/Fem1b/Pten/Sox9",9
"GO:0071396","BP","GO:0071396","cellular response to lipid","42/927","311/10713",0.00242847140361802,0.0515963442147272,0.0443972046458438,"Acod1/Cd84/Casp7/Cxcl10/Tnf/Msx2/Malt1/Gbp2/Epha5/Anxa1/Nr1d1/Nrip1/Gbp5/Nfkbia/Lpl/Nfkb1/Fbxo32/Arid5a/Trim24/Eif4ebp1/Ripk2/Bcr/Tut4/Tmf1/Cry1/Brinp1/Jak2/Nfkbiz/Pak1/Arid1a/Zdhhc7/Gnai1/Plcb1/Dnaja1/Rbfox2/Mef2c/Ncl/Prkce/Pde4b/Nfe2l1/Sox9/Mapk1",42
"GO:0097242","BP","GO:0097242","amyloid-beta clearance","7/927","23/10713",0.00252895346384462,0.0531616401286631,0.0457440978042641,"Tnf/Msr1/C3/Hmgcr/Rock1/Rab5a/Cltc",7
"GO:0061387","BP","GO:0061387","regulation of extent of cell growth","18/927","102/10713",0.00267106156706002,0.0553663597994428,0.0476411971414373,"Sema3d/Ttl/Shtn1/Macf1/Map1b/Ntrk3/Plxna4/Nrp1/Slit1/Map2/Pak1/L1cam/Rufy3/Dscam/Sin3a/Mapt/Ndel1/Pafah1b1",18
"GO:0043392","BP","GO:0043392","negative regulation of DNA binding","9/927","36/10713",0.00289647032356038,0.0596231901552273,0.0513040800709311,"Msx2/Fbxw7/Jak2/Sox11/Hmox1/Nfib/Rsf1/Ilrun/Hdac2",9
"GO:0043523","BP","GO:0043523","regulation of neuron apoptotic process","33/927","232/10713",0.00300418922962515,0.0610748229481685,0.0525531693069943,"Lcn2/Adam8/Tnf/Star/Kdr/Fbxw7/Ccl3/Btg2/Chl1/Kras/Nrp1/Jak2/Pak3/Pik3ca/Trim2/Grik5/Kcnma1/Hmox1/Nefl/Fas/Hsp90ab1/Rock1/Nr4a2/F2r/Mef2c/Egr1/Fyn/Stxbp1/Tnfrsf1a/Map2k4/Gpi1/Srpk2/Set",33
"GO:0002252","BP","GO:0002252","immune effector process","40/927","296/10713",0.00300805566041576,0.0610748229481685,0.0525531693069943,"Ptx3/Kit/Cd84/Aplf/Vsir/Trpm4/Ncf1/Tnf/Ddx60/Masp1/Pms2/Malt1/Rbp4/Atad5/Anxa1/H2-T24/Arid5a/C3/Ywhaz/Inava/Rsad2/Ripk2/Bcr/Vamp2/Nsd2/Icam1/Stard7/Tap1/Nfkbiz/Nectin2/Hmox1/Panx1/Fas/Cd47/Ube2j1/Hk1/Pten/Prkce/Stxbp1/Gpi1",40
"GO:0035162","BP","GO:0035162","embryonic hemopoiesis","6/927","18/10713",0.00308952931004355,0.0617196969711507,0.0531080652866392,"Kit/Kdr/Stk4/Ccdc134/Pbx1/Kat6a",6
"GO:0007026","BP","GO:0007026","negative regulation of microtubule depolymerization","8/927","30/10713",0.00318402146993758,0.0633503134603969,0.0545111649649937,"Stmn2/Taok1/Ttbk2/Apc/Map1b/Map2/Map1a/Camsap2",8
"GO:0099500","BP","GO:0099500","vesicle fusion to plasma membrane","7/927","24/10713",0.00330765345157472,0.0644922631995772,0.0554937806335507,"Erc1/Cacna1b/Grik5/Erc2/Stx1b/Vamp1/Stxbp1",7
"GO:1901550","BP","GO:1901550","regulation of endothelial cell development","5/927","13/10713",0.00342380360070047,0.0661305442226205,0.0569034754279098,"Tnf/Akap11/Rock1/Plcb1/Tnfrsf1a",5
"GO:1903140","BP","GO:1903140","regulation of establishment of endothelial barrier","5/927","13/10713",0.00342380360070047,0.0661305442226205,0.0569034754279098,"Tnf/Akap11/Rock1/Plcb1/Tnfrsf1a",5
"GO:0034329","BP","GO:0034329","cell junction assembly","42/927","318/10713",0.00366689527100812,0.0688438580815946,0.0592382057755473,"Cdh6/Mpp7/Tnf/Mdga2/Lrrc24/Lrrn3/Kdr/Negr1/Srgap2/Macf1/Gap43/Nptxr/Nectin1/Bcr/Akap5/Ntrk3/Pip5k1a/Clstn3/Pclo/Nrp1/Ptpro/Mycbp2/Cdh9/Ppp1r9a/Myo1c/Zdhhc2/Lims1/Nfasc/Clstn2/Dst/Dnm3/Rock1/Sptbn2/Fbxo45/Mef2c/Mapt/Pten/Vps35/Cav1/Itgav/Myo6/Actg1",42
"GO:0022600","BP","GO:0022600","digestive system process","10/927","44/10713",0.00366843217546907,0.0688438580815946,0.0592382057755473,"Chrm3/Rbp4/Cracd/Inava/Hip1r/Stk39/Kcnma1/Acat2/Wnk1/Sox9",10
"GO:0060560","BP","GO:0060560","developmental growth involved in morphogenesis","30/927","208/10713",0.00369121732576208,0.0690536222357189,0.059418701937044,"Sema3d/Syt4/Ttl/Shtn1/Macf1/Map1b/Cyfip2/Plxna1/Hsp90aa1/Ntrk3/Plxna4/Clstn3/Dclk1/Ext1/Nrp1/Slit1/Map2/Pak1/L1cam/Rufy3/Hsp90ab1/Dscam/Sh3gl2/Sin3a/Mapt/Slc9a6/Pten/Ndel1/Pafah1b1/Sox9",30
"GO:0002063","BP","GO:0002063","chondrocyte development","6/927","19/10713",0.00418941202236584,0.0755236730941041,0.06498599893067,"Acan/Msx2/Sulf2/Ext1/Bpnt2/Sox9",6
"GO:1902074","BP","GO:1902074","response to salt","30/927","210/10713",0.0042550585930735,0.0759401164859761,0.0653443367697891,"Trpm4/Chrm3/Tnf/Impa2/Syt6/Syt4/Gipr/Atp2b4/Prkcb/Akap5/Hnrnpa1/Ncam1/Hsp90b1/Stk39/Fosb/Pik3ca/Kcnma1/Nefl/Panx1/Fas/Plcb1/Wnk1/Mef2c/Asph/Cav1/Prkce/Egr1/Fyn/Fos/Syt11",30
"GO:0031623","BP","GO:0031623","receptor internalization","18/927","107/10713",0.00454285550722376,0.0794866100366887,0.0683959948347652,"Calcrl/Plk2/Arc/Atad1/Ankrd13b/Akap5/Napb/Ahi1/Ap2a2/Mtmr2/Dnm3/Sh3gl2/Pip5k1c/Cav1/Nsf/Myo6/Rab5a/Cltc",18
"GO:0007626","BP","GO:0007626","locomotory behavior","27/927","185/10713",0.00484677802596736,0.0812460594358612,0.0699099516126714,"Negr1/Chl1/Cacna1b/Cntn1/Atp1a3/Vps13a/Lsamp/Inpp5f/Epha4/Ccnd2/Grm5/Myo5a/Kcnma1/Ciart/Dscam/Rcan2/Nr4a2/Btbd9/Apba2/Mapt/Pten/Vps35/Prkce/Egr1/Clcn3/Pafah1b1/Myo6",27
"GO:0061025","BP","GO:0061025","membrane fusion","19/927","116/10713",0.00487711227199957,0.0812460594358612,0.0699099516126714,"Adam8/Syt4/Erc1/Anxa1/Huwe1/Pip4k2b/Cacna1b/Uvrag/Vamp2/Grik5/Nectin2/Erc2/Stx1b/Gnai3/Vamp1/Stxbp6/Dnm1l/Stxbp1/Syt11",19
"GO:0099072","BP","GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","19/927","116/10713",0.00487711227199957,0.0812460594358612,0.0699099516126714,"Gpc6/Arc/Nptxr/Atad1/Akap5/Hsp90aa1/Vamp2/Erbin/Ap2a2/Gphn/Stx1b/Dnm3/Pip5k1c/Frrs1l/Slc9a6/Vps35/Sacm1l/Myo6/Nsg1",19
"GO:0030336","BP","GO:0030336","negative regulation of cell migration","28/927","194/10713",0.00487919459727563,0.0812460594358612,0.0699099516126714,"Fgf2/Acan/Dpysl3/Abcc8/Nexmif/Tnf/Trp53inp1/Scai/Srgap2/Atp2b4/Bcr/Epha4/Cd200/Dusp1/Igfbp3/Ing1/Fas/Serpinf1/Plcb1/Sin3a/Gtpbp4/Mef2c/Tcaf1/Pten/Gna13/Cav1/Ptn/Hdac2",28
"GO:0071526","BP","GO:0071526","semaphorin-plexin signaling pathway","8/927","32/10713",0.00490229202004293,0.0812460594358612,0.0699099516126714,"Sema3d/Kdr/Crmp1/Plxna1/Plxna4/Ncam1/Nrp1/Mef2c",8
"GO:0043372","BP","GO:0043372","positive regulation of CD4-positive, alpha-beta T cell differentiation","5/927","14/10713",0.00495065260460967,0.0812460594358612,0.0699099516126714,"Cd83/Malt1/Anxa1/Ripk2/Nfkbiz",5
